date,appliance_type,ambient_temperature,process_temperature,rotational_speed,torque,service_required,TWF,HDF,PWF,OSF,RNF,temp_diff,device_age_months,failure_risk_score,risk_category,device_id,day,power_consumption_kwh,ambient_temperature_energy,usage_hours_daily,energy_per_hour,region,appliance_type_energy
3015,L,300.5,309.7,1580.0,42.8,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,6.533333333333333,0.035805356,Low Risk,3014,2016-04-12,15.9,10.648263888888888,2.4,6.625,West,Washing Machine
3016,L,300.5,309.7,1589.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,6.6,0.057590857,Low Risk,3015,2016-04-05,22.3,10.737152777777778,2.4,9.291666666666668,East,Refrigerator
3017,L,300.5,309.8,1441.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.666666666666667,0.04212147,Low Risk,3016,2016-02-23,12.77,4.321180555555555,2.4,5.320833333333334,South,AC
3018,L,300.5,309.8,1305.0,51.7,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.733333333333333,0.04622841,Low Risk,3017,2016-05-26,21.17,14.92361111111111,2.4,8.820833333333335,East,AC
3019,M,300.5,309.8,1566.0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.8,0.1988962,Low Risk,3018,2016-03-24,10.1,7.156944444444444,2.4,4.208333333333333,West,AC
3020,L,300.5,309.8,1379.0,54.2,1.0,0.0,0.0,0.0,1.0,0.0,9.300000000000011,6.9,0.9731919,High Risk,3019,2016-02-15,16.95,2.7444444444444445,2.4,7.0625,West,AC
3021,L,300.4,309.6,1543.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000045,6.966666666666667,0.40802297,Medium Risk,3020,2016-04-20,11.61,8.882291666666667,2.4,4.8375,East,AC
3022,L,300.5,309.8,1421.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,7.033333333333333,0.5593931,Medium Risk,3021,2016-04-23,15.120000000000001,7.106597222222223,2.4,6.300000000000001,East,Refrigerator
3023,L,300.5,309.6,1760.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,7.1,0.04716925,Low Risk,3022,2016-03-16,22.81,5.24375,2.4,9.504166666666666,East,Refrigerator
3024,L,300.4,309.5,1711.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,7.166666666666667,0.19333768,Low Risk,3023,2016-03-05,13.16,2.7503472222222225,2.4,5.483333333333333,South,Washing Machine
3025,L,300.5,309.6,1465.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,7.233333333333333,0.23385596,Low Risk,3024,2016-04-10,10.68,9.345833333333333,2.4,4.45,South,Refrigerator
3026,L,300.5,309.6,1366.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,7.3,0.83435,High Risk,3025,2016-02-01,22.45,10.956597222222221,2.4,9.354166666666666,North,Washing Machine
3027,M,300.4,309.5,1888.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,7.366666666666666,0.7421365,High Risk,3026,2016-04-20,11.61,8.882291666666667,2.4,4.8375,East,AC
3028,L,300.5,309.5,1777.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0007994248,Low Risk,3027,2016-05-10,9.5,16.717361111111114,2.4,3.9583333333333335,East,Washing Machine
3029,L,300.5,309.5,1379.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.06666666666666667,0.006662957,Low Risk,3028,2016-04-12,15.9,10.648263888888888,2.4,6.625,West,Washing Machine
3030,L,300.4,309.5,1525.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,0.13333333333333333,0.002346969,Low Risk,3029,2016-04-27,10.81,4.772916666666666,2.4,4.504166666666667,West,AC
3031,M,300.4,309.6,1563.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000045,0.2,0.0015947106,Low Risk,3030,2016-01-20,16.48,-1.621875,2.4,6.866666666666667,East,AC
3032,M,300.5,309.7,1389.0,43.3,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,0.3,0.00209394,Low Risk,3031,2016-01-19,11.99,-2.9291666666666667,2.4,4.995833333333334,West,Refrigerator
3033,M,300.6,309.8,1447.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,0.4,0.0019384809,Low Risk,3032,2016-02-13,13.84,2.301041666666667,2.4,5.766666666666667,South,Refrigerator
3034,M,300.6,309.7,1934.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,0.5,0.0030925837,Low Risk,3033,2016-05-18,11.84,12.92361111111111,2.4,4.933333333333334,North,Refrigerator
3035,H,300.6,309.7,1470.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,0.6,0.0014394679,Low Risk,3034,2016-04-08,19.36,7.957986111111111,2.4,8.066666666666666,East,Washing Machine
3036,M,300.6,309.7,1428.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,0.7666666666666667,0.009926216,Low Risk,3035,2016-04-12,15.9,10.648263888888888,2.4,6.625,West,Washing Machine
3037,L,300.4,309.6,1319.0,48.1,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000045,0.8666666666666667,0.0034713373,Low Risk,3036,2016-03-21,11.200000000000001,6.973958333333333,2.4,4.666666666666667,North,AC
3038,L,300.5,309.7,1887.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,0.9333333333333333,0.0020067224,Low Risk,3037,2016-03-17,12.51,4.597222222222222,2.4,5.2125,West,Refrigerator
3039,L,300.4,309.5,1349.0,50.4,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,1.0,0.005308165,Low Risk,3038,2016-05-06,14.51,15.878472222222221,2.4,6.045833333333333,West,Washing Machine
3040,M,300.3,309.5,1665.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,1.0666666666666667,0.006783745,Low Risk,3039,2016-04-13,13.57,8.209722222222222,2.4,5.654166666666667,East,AC
3041,L,300.3,309.5,1474.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,1.1666666666666667,0.0021842385,Low Risk,3040,2016-04-18,10.34,6.659722222222222,2.4,4.308333333333334,East,Washing Machine
3042,L,300.4,309.5,1543.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,1.2333333333333334,0.0020966898,Low Risk,3041,2016-05-02,12.33,10.198958333333334,2.4,5.1375,East,Refrigerator
3043,M,300.2,309.4,1459.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,1.3,0.0024713345,Low Risk,3042,2016-04-22,24.57,11.141666666666667,2.4,10.2375,West,Refrigerator
3044,L,300.3,309.5,1551.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,1.4,0.0021842385,Low Risk,3043,2016-04-10,10.68,9.345833333333333,2.4,4.45,South,Refrigerator
3045,L,300.2,309.4,1981.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,1.4666666666666666,0.0014744947,Low Risk,3044,2016-04-09,15.15,8.958680555555555,2.4,6.3125,North,AC
3046,L,300.2,309.4,1526.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,1.5333333333333334,0.0019648978,Low Risk,3045,2016-01-27,6.57,10.219097222222222,2.4,2.7375000000000003,South,Washing Machine
3047,M,300.2,309.4,1501.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,1.6,0.0024713345,Low Risk,3046,2016-01-28,5.4,5.8694444444444445,2.4,2.2500000000000004,East,Washing Machine
3048,L,300.2,309.4,1558.0,38.3,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,1.7,0.0016552228,Low Risk,3047,2016-05-05,12.1,12.8,2.4,5.041666666666667,West,Refrigerator
3049,L,300.2,309.3,1532.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,1.7666666666666666,0.0014654903,Low Risk,3048,2016-04-12,15.9,10.648263888888888,2.4,6.625,West,Washing Machine
3050,L,300.1,309.2,1326.0,55.9,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,1.8333333333333333,0.003041455,Low Risk,3049,2016-04-10,10.68,9.345833333333333,2.4,4.45,South,Refrigerator
3051,L,300.2,309.2,1431.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.9,0.008846072,Low Risk,3050,2016-04-01,8.58,7.143055555555555,2.4,3.575,East,Refrigerator
3052,L,300.2,309.3,1366.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,1.9666666666666666,0.003464077,Low Risk,3051,2016-03-18,9.02,3.826388888888889,2.4,3.7583333333333333,South,Refrigerator
3053,L,300.1,309.2,1421.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,2.033333333333333,0.003523773,Low Risk,3052,2016-05-03,10.040000000000001,10.580208333333333,2.4,4.183333333333334,East,Refrigerator
3054,H,300.2,309.3,1506.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,2.1,0.0011475453,Low Risk,3053,2016-01-11,5.74,5.9226190476190474,0.7,8.200000000000001,South,AC
3055,H,300.2,309.3,1342.0,48.7,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,2.2666666666666666,0.0030890533,Low Risk,3054,2016-03-08,10.77,3.252083333333333,2.4,4.4875,South,Washing Machine
3056,L,300.1,309.2,1427.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,2.433333333333333,0.0058197086,Low Risk,3055,2016-04-28,13.81,4.531134259259259,2.4,5.754166666666667,North,AC
3057,L,300.2,309.2,1667.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.5,0.00407553,Low Risk,3056,2016-05-05,12.1,12.8,2.4,5.041666666666667,West,Refrigerator
3058,L,300.1,309.1,1400.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.566666666666667,0.0073861266,Low Risk,3057,2016-04-06,12.61,8.603124999999999,2.4,5.254166666666666,East,AC
3059,L,300.0,309.0,1709.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.6333333333333333,0.0022136813,Low Risk,3058,2016-01-20,16.48,-1.621875,2.4,6.866666666666667,East,AC
3060,M,300.0,309.0,1368.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.7,0.013522648,Low Risk,3059,2016-03-09,12.5,5.178819444444445,2.4,5.208333333333334,East,Washing Machine
3061,L,300.0,309.1,1882.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,2.8,0.0026113258,Low Risk,3060,2016-02-20,14.51,8.41875,2.4,6.045833333333333,West,AC
3062,L,300.1,309.1,1353.0,58.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.8666666666666667,0.007444324,Low Risk,3061,2016-04-24,11.780000000000001,4.091666666666667,2.4,4.908333333333334,East,Washing Machine
3063,L,299.9,309.0,1553.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,2.933333333333333,0.0022747535,Low Risk,3062,2016-05-22,15.86,15.51388888888889,2.4,6.608333333333333,South,Washing Machine
3064,L,300.0,309.1,1431.0,45.4,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,3.0,0.0071719605,Low Risk,3063,2016-05-11,10.67,17.57326388888889,2.4,4.445833333333334,South,Washing Machine
3065,M,300.1,309.1,1731.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.066666666666667,0.0034560189,Low Risk,3064,2016-02-01,22.45,10.956597222222221,2.4,9.354166666666666,North,Washing Machine
3066,M,300.1,309.2,1687.0,27.7,0.0,0.0,0.0,0.0,0.0,1.0,9.099999999999966,3.1666666666666665,0.02305654,Low Risk,3065,2016-04-17,15.25,5.509375,2.4,6.354166666666667,West,AC
3067,M,300.1,309.2,1457.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,3.2666666666666666,0.0037750225,Low Risk,3066,2016-03-18,9.02,3.826388888888889,2.4,3.7583333333333333,South,Refrigerator
3068,L,300.1,309.2,1533.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,3.3666666666666667,0.0022276742,Low Risk,3067,2016-03-06,12.92,2.7618055555555556,2.4,5.383333333333334,West,AC
3069,H,300.0,309.0,1622.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.433333333333333,0.0008770127,Low Risk,3068,2016-04-18,10.34,6.659722222222222,2.4,4.308333333333334,East,Washing Machine
3070,L,300.0,309.1,1791.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,3.6,0.0026914186,Low Risk,3069,2016-03-26,15.69,9.208333333333334,2.4,6.5375,West,AC
3071,L,300.0,309.1,1631.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,3.6666666666666665,0.003585958,Low Risk,3070,2016-02-05,9.01,8.972222222222221,2.4,3.754166666666667,North,Washing Machine
3072,L,300.0,309.0,2174.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.7333333333333334,0.0032531826,Low Risk,3071,2016-05-04,11.370000000000001,9.895833333333334,2.4,4.737500000000001,North,Washing Machine
3073,L,300.1,309.0,1314.0,58.2,0.0,0.0,0.0,0.0,0.0,0.0,8.899999999999977,3.8,0.0030625942,Low Risk,3072,2016-04-28,13.81,4.531134259259259,2.4,5.754166666666667,North,AC
3074,L,300.1,309.1,1478.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.8666666666666667,0.0023917297,Low Risk,3073,2016-02-26,13.55,3.078125,2.4,5.645833333333334,West,AC
3075,L,300.1,309.2,1783.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,3.933333333333333,0.0030852742,Low Risk,3074,2016-03-21,11.200000000000001,6.973958333333333,2.4,4.666666666666667,North,AC
3076,M,300.1,309.2,1385.0,46.1,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,4.0,0.008320463,Low Risk,3075,2016-02-19,17.15,3.1631944444444446,2.4,7.145833333333333,East,Washing Machine
3077,L,300.0,309.2,1444.0,43.6,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,4.1,0.0025163924,Low Risk,3076,2016-05-22,15.86,15.51388888888889,2.4,6.608333333333333,South,Washing Machine
3078,L,300.1,309.3,1841.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,4.166666666666667,0.0035364963,Low Risk,3077,2016-05-21,23.28,17.851041666666667,2.4,9.700000000000001,North,AC
3079,M,300.1,309.4,1349.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,9.299999999999955,4.233333333333333,0.008409378,Low Risk,3078,2016-02-02,11.22,8.3,2.4,4.675000000000001,West,AC
3080,L,300.1,309.3,1340.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,4.333333333333333,0.004457139,Low Risk,3079,2016-04-25,10.82,4.853472222222222,2.4,4.508333333333334,East,Washing Machine
3081,M,299.9,309.2,1539.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,4.4,0.0050542452,Low Risk,3080,2016-04-03,10.34,15.3125,2.4,4.308333333333334,East,AC
3082,M,300.0,309.3,1932.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,4.5,0.014233246,Low Risk,3081,2016-05-05,12.1,12.8,2.4,5.041666666666667,West,Refrigerator
3083,M,300.0,309.3,1407.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,4.6,0.006757687,Low Risk,3082,2016-04-28,13.81,4.531134259259259,2.4,5.754166666666667,North,AC
3084,L,300.1,309.3,1712.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,4.7,0.0059381747,Low Risk,3083,2016-05-25,12.08,11.563541666666666,2.4,5.033333333333333,South,Washing Machine
3085,H,300.1,309.4,1329.0,55.2,0.0,0.0,0.0,0.0,0.0,0.0,9.299999999999955,4.766666666666667,0.0016683254,Low Risk,3084,2016-02-20,14.51,8.41875,2.4,6.045833333333333,West,AC
3086,L,300.1,309.2,1441.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,9.099999999999966,4.933333333333334,0.007875108,Low Risk,3085,2016-05-01,14.09,7.963888888888889,2.4,5.870833333333334,West,Washing Machine
3087,L,300.0,309.2,1610.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,5.0,0.012096796,Low Risk,3086,2016-05-01,14.09,7.963888888888889,2.4,5.870833333333334,West,Washing Machine
3088,M,300.0,309.1,1474.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,5.066666666666666,0.006279015,Low Risk,3087,2016-04-22,24.57,11.141666666666667,2.4,10.2375,West,Refrigerator
3089,M,300.0,309.1,1624.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000023,5.166666666666667,0.019029373,Low Risk,3088,2016-02-25,18.01,2.398611111111111,2.4,7.504166666666667,North,Washing Machine
3090,H,300.1,309.3,1520.0,38.2,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,5.266666666666667,0.00335807,Low Risk,3089,2016-03-18,9.02,3.826388888888889,2.4,3.7583333333333333,South,Refrigerator
3091,H,300.1,309.3,1448.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,5.433333333333334,0.0032614854,Low Risk,3090,2016-05-11,10.67,17.57326388888889,2.4,4.445833333333334,South,Washing Machine
3092,L,300.0,309.3,1558.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,5.6,0.0997944,Low Risk,3091,2016-01-25,9.47,9.531597222222222,2.4,3.9458333333333337,West,Washing Machine
3093,M,300.0,309.3,2293.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,5.666666666666667,0.047925264,Low Risk,3092,2016-05-18,11.84,12.92361111111111,2.4,4.933333333333334,North,Refrigerator
3094,L,300.0,309.3,1397.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,5.766666666666667,0.007386728,Low Risk,3093,2016-04-30,20.22,7.4906250000000005,2.4,8.425,South,Washing Machine
3095,L,300.0,309.3,1972.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,5.833333333333333,0.056603722,Low Risk,3094,2016-02-03,19.14,4.886805555555555,2.4,7.9750000000000005,South,Washing Machine
3096,M,299.9,309.2,1574.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,5.9,0.035058256,Low Risk,3095,2016-02-06,11.98,9.75173611111111,2.4,4.991666666666667,South,Refrigerator
3097,L,299.9,309.2,1560.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.0,0.050368104,Low Risk,3096,2016-02-19,17.15,3.1631944444444446,2.4,7.145833333333333,East,Washing Machine
3098,M,299.9,309.2,1353.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.066666666666666,0.008809201,Low Risk,3097,2016-02-03,19.14,4.886805555555555,2.4,7.9750000000000005,South,Washing Machine
3099,M,299.9,309.2,1389.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.166666666666667,0.009887149,Low Risk,3098,2016-02-03,19.14,4.886805555555555,2.4,7.9750000000000005,South,Washing Machine
3100,M,299.9,309.1,1513.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000045,6.266666666666667,0.02970982,Low Risk,3099,2016-01-14,21.8,3.4319444444444445,2.4,9.083333333333334,South,AC
3101,L,299.8,309.1,1578.0,42.1,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.366666666666666,0.02935932,Low Risk,3100,2016-03-17,12.51,4.597222222222222,2.4,5.2125,West,Refrigerator
3102,H,299.8,309.0,1467.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,6.433333333333334,0.012389763,Low Risk,3101,2016-02-13,13.84,2.301041666666667,2.4,5.766666666666667,South,Refrigerator
3103,L,299.9,309.1,1412.0,48.3,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000045,6.6,0.025511226,Low Risk,3102,2016-05-05,12.1,12.8,2.4,5.041666666666667,West,Refrigerator
3104,L,299.8,309.1,1668.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.666666666666667,0.08400078,Low Risk,3103,2016-02-02,11.22,8.3,2.4,4.675000000000001,West,AC
3105,M,299.8,309.2,1678.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,6.733333333333333,0.68345827,High Risk,3104,2016-04-28,13.81,4.531134259259259,2.4,5.754166666666667,North,AC
3106,L,299.8,309.1,1612.0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.833333333333333,0.16171555,Low Risk,3105,2016-03-19,16.37,5.642361111111111,2.4,6.820833333333334,East,Washing Machine
3107,L,299.8,309.1,1485.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.9,0.33140808,Medium Risk,3106,2016-04-14,12.35,9.322569444444445,2.4,5.145833333333333,North,Washing Machine
3108,M,299.8,309.1,1456.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,6.966666666666667,0.13604604,Low Risk,3107,2016-03-12,14.2,4.529861111111111,2.4,5.916666666666667,South,Washing Machine
3109,L,299.8,309.2,1504.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,7.066666666666666,0.48004293,Medium Risk,3108,2016-03-07,20.54,1.6152777777777778,2.4,8.558333333333334,North,AC
3110,L,299.9,309.2,1491.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,7.133333333333334,0.33140808,Medium Risk,3109,2016-03-04,13.73,4.074305555555556,2.4,5.720833333333334,West,Refrigerator
3111,H,299.9,309.2,1525.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,0.0,0.0008850194,Low Risk,3110,2016-03-20,16.15,5.882986111111111,2.4,6.729166666666666,North,Refrigerator
3112,L,300.0,309.2,1759.0,27.9,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,0.16666666666666666,0.0016534902,Low Risk,3111,2016-04-20,11.61,8.882291666666667,2.4,4.8375,East,AC
3113,M,299.8,309.1,1355.0,56.7,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,0.23333333333333334,0.005264814,Low Risk,3112,2016-03-07,20.54,1.6152777777777778,2.4,8.558333333333334,North,AC
3114,M,299.9,309.1,1345.0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000045,0.3333333333333333,0.0034981305,Low Risk,3113,2016-05-27,14.86,17.195412844036696,1.8166666666666667,8.179816513761468,East,Refrigerator
3115,M,299.9,309.2,1683.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,0.43333333333333335,0.005451795,Low Risk,3114,2016-05-24,13.85,11.568750000000001,2.4,5.770833333333333,North,AC
3116,L,299.9,309.2,1658.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,0.5333333333333333,0.003041316,Low Risk,3115,2016-04-22,24.57,11.141666666666667,2.4,10.2375,West,Refrigerator
3117,L,300.0,309.2,1566.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,0.6,0.0018849128,Low Risk,3116,2016-04-04,27.15,12.443402777777777,2.4,11.3125,East,AC
3118,M,300.1,309.3,1469.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,9.199999999999989,0.6666666666666666,0.0023707817,Low Risk,3117,2016-03-11,10.23,4.353125,2.4,4.2625,South,AC
3119,M,300.2,309.5,1458.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,0.7666666666666667,0.006425594,Low Risk,3118,2016-01-13,13.97,4.856944444444444,2.4,5.820833333333334,East,Washing Machine
3120,L,300.1,309.4,1858.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,9.299999999999955,0.8666666666666667,0.0029456893,Low Risk,3119,2016-05-17,9.51,12.494791666666666,2.4,3.9625,West,AC
3121,H,300.1,309.4,1563.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,9.299999999999955,0.9333333333333333,0.001695222,Low Risk,3120,2016-04-05,22.3,10.737152777777778,2.4,9.291666666666668,East,Refrigerator
3122,L,300.1,309.4,2141.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,9.299999999999955,1.1,0.0028904288,Low Risk,3121,2016-02-26,13.55,3.078125,2.4,5.645833333333334,West,AC
3123,L,300.0,309.3,1473.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,9.300000000000011,1.1666666666666667,0.0031176957,Low Risk,3122,2016-03-26,15.69,9.208333333333334,2.4,6.5375,West,AC
3124,H,300.0,309.4,1498.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,1.2333333333333334,0.0020543584,Low Risk,3123,2016-02-17,9.620000000000001,-0.4972222222222222,2.4,4.008333333333334,North,Refrigerator
3125,L,300.1,309.4,1568.0,39.7,0.0,0.0,0.0,0.0,0.0,0.0,9.299999999999955,1.4,0.002223095,Low Risk,3124,2016-04-06,12.61,8.603124999999999,2.4,5.254166666666666,East,AC
3126,L,300.1,309.4,1694.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,9.299999999999955,1.4666666666666666,0.0044528143,Low Risk,3125,2016-03-08,10.77,3.252083333333333,2.4,4.4875,South,Washing Machine
3127,L,300.0,309.4,1499.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,1.5333333333333334,0.0026383558,Low Risk,3126,2016-02-29,22.63,2.153125,2.4,9.429166666666667,South,Washing Machine
3128,L,300.0,309.5,1717.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.6,0.004243767,Low Risk,3127,2016-02-09,18.11,4.990972222222222,2.4,7.545833333333333,South,AC
3129,M,300.1,309.5,1462.0,42.8,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,1.6666666666666667,0.0036917285,Low Risk,3128,2016-04-20,11.61,8.882291666666667,2.4,4.8375,East,AC
3130,L,300.1,309.6,1642.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.7666666666666666,0.0026901122,Low Risk,3129,2016-02-04,14.450000000000001,5.700347222222223,2.4,6.020833333333334,South,Refrigerator
3131,L,300.1,309.6,1760.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.8333333333333333,0.0031459837,Low Risk,3130,2016-05-01,14.09,7.963888888888889,2.4,5.870833333333334,West,Washing Machine
3132,L,300.1,309.5,1660.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,1.9,0.003979464,Low Risk,3131,2016-05-15,14.98,8.556597222222221,2.4,6.241666666666667,East,AC
3133,L,300.1,309.5,1557.0,40.6,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999977,1.9666666666666666,0.002932653,Low Risk,3132,2016-05-12,10.4,16.525694444444444,2.4,4.333333333333334,South,AC
3134,H,300.2,309.6,1442.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,2.033333333333333,0.006191344,Low Risk,3133,2016-02-26,13.55,3.078125,2.4,5.645833333333334,West,AC
3135,L,300.2,309.6,1359.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,2.2,0.008699435,Low Risk,3134,2016-05-07,13.99,18.51909722222222,2.4,5.829166666666667,West,Refrigerator
3136,L,300.4,309.8,1342.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,9.400000000000034,2.2666666666666666,0.007966788,Low Risk,3135,2016-02-18,12.06,1.1670138888888888,2.4,5.025,West,Refrigerator
